"genbank_accession","species","oxygen","reported_oxygen","partition_oxygen"
"GCA_900101495","Alkaliphilus_C peptidifermentans",0.0112308034517224,0,"train"
"GCA_001854185","Clostridium_W formicaceticum",0.00505663717882798,0,"train"
"GCA_900100845","Natronincola ferrireducens",0.00530348391353164,0,"train"
"GCA_900111615","Natronincola_A peptidivorans",0.00925537462342885,0,"train"
"GCA_018141405","Serpentinicella alkaliphila",0.00711843049455563,0,"train"
"GCA_900129815","Asaccharospora irregularis",0.000296600270136782,0,"train"
"GCA_017590215","CCUG-7971 sp017590215",0.00167458468184101,0,"train"
"GCA_019067085","Clostridioides difficile",0.000453666908367567,0,"train"
"GCA_900243225","Clostridioides difficile",0.000533947448110195,0,"train"
"GCA_000155025","Clostridioides difficile",0.000510787417864811,0,"train"
"GCA_017873185","Clostridioides_A mangenotii",0.00122210643699883,0,"train"
"GCA_024622925","Clostridioides_A sp002390935",0.0011144178961312,0,"train"
"GCA_002029295","Clostridium_Y thermoalcaliphilum",0.00117740043540759,0,"train"
"GCA_900167285","Intestinibacter bartlettii",0.000168938280678765,0,"train"
"GCA_001006285","Paraclostridium benzoelyticum",0.000748765141880048,0,"train"
"GCA_019916025","Paraclostridium bifermentans",0.00105846104368124,0,"train"
"GCA_024622085","Paraclostridium dentum",0.000906712567602774,0,"train"
"GCA_008151785","Peptacetobacter hiranonis",0.000117559290001568,0,"train"
"GCA_000597865","Peptoclostridium_A acidaminophilum",0.00103918013002879,0,"train"
"GCA_900454605","Peptostreptococcus anaerobius",0.000798289276434994,0,"train"
"GCA_017874285","Peptostreptococcus canis",0.00175448343260398,0,"train"
"GCA_003012055","Peptostreptococcus russellii",0.0010135973691604,0,"train"
"GCA_900015215","Romboutsia ilealis",0.000669820813600008,0,"train"
"GCA_900002575","Romboutsia_C hominis",0.000531240580168846,0,"train"
"GCA_900002825","Romboutsia_D lituseburensis",0.00105400713353676,0,"train"
"GCA_900142235","Tepidibacter formicigenes",0.00144993727247555,0,"train"
"GCA_900129915","Tepidibacter thalassicus",0.000689659205214244,0,"train"
"GCA_002724055","Tepidibacter_A mesophilus",0.00113108816893859,1,"train"
"GCA_000373865","Terrisporobacter glycolicus",0.00015211650682001,0,"train"
"GCA_020748465","Terrisporobacter mayombei",0.000197593741530389,0,"train"
"GCA_024621905","Terrisporobacter othiniensis",0.000161190042766379,0,"train"
"GCA_002270055","Anaeromicrobium sediminis",0.00115203562621435,0,"train"
"GCA_014205875","Anaerosolibacter carboniphilus",0.00584492206409182,0,"train"
"GCA_900142145","Geosporobacter subterraneus",0.00431022061288977,0,"train"
"GCA_004345705","Marinisporobacter balticus",0.00171035192796076,1,"train"
"GCA_001562415","Thermotalea metallivorans",0.00288294358988983,0,"train"
"GCA_900107405","Tindallia californiensis",0.03067396806539,0,"train"
"GCA_900113635","Tindallia magadiensis",0.0337145208842582,0,"train"
"GCA_002998295","Fastidiosipila sanguinis",0.831401057480823,1,"train"
"GCA_900142005","Dethiosulfatibacter aminovorans",0.000277771877573607,0,"train"
"GCA_000173355","Anaerococcus hydrogenalis",0.0663576496473026,0,"train"
"GCA_000156575","Anaerococcus lactolyticus",0.083431061708128,0,"train"
"GCA_900445265","Anaerococcus octavius",0.219954305983551,0,"train"
"GCA_000024105","Anaerococcus prevotii",0.0516405861619798,0,"train"
"GCA_000159095","Anaerococcus tetradius",0.0334349427241332,0,"train"
"GCA_000163295","Anaerococcus vaginalis",0.0437834615117436,0,"train"
"GCA_000307225","Anaerococcus vaginalis_B",0.0474382543405226,0,"train"
"GCA_900129925","Anaerosphaera aminiphila",0.00946353889219365,0,"train"
"GCA_017874395","Anaerosphaera stercorisuis",0.0169952921358651,0,"train"
"GCA_003096635","Ezakiella coagulans",0.0132720284002908,0,"train"
"GCA_900215725","Ezakiella peruensis",0.0233239152774458,0,"train"
"GCA_002243095","Finegoldia magna",0.00399906399776317,0,"train"
"GCA_910589735","Finegoldia magna",0.00575372153301723,0,"train"
"GCA_000010185","Finegoldia magna_H",0.00636655261710117,0,"train"
"GCA_000245755","Helcococcus kunzii",0.502825635690401,1,"train"
"GCA_000423145","Helcococcus sueciensis",0.561094539334903,1,"train"
"GCA_900637905","Parvimonas micra",0.00773128038053361,0,"train"
"GCA_900176115","Peptoniphilus asaccharolyticus",0.00567509543645583,0,"train"
"GCA_000227315","Peptoniphilus indolicus",0.00693765573588156,0,"train"
"GCA_016908115","Peptoniphilus_A gorbachii",0.03657679255455,0,"train"
"GCA_000311825","Peptoniphilus_A grossensis",0.0271831056474744,0,"train"
"GCA_000378725","Peptoniphilus_A lacrimalis",0.018557219978398,0,"train"
"GCA_000321025","Peptoniphilus_A senegalensis",0.030048835067516,0,"train"
"GCA_000312025","Peptoniphilus_A timonensis",0.0380163160957082,0,"train"
"GCA_000311865","Peptoniphilus_E obesi",0.023114135227036,0,"train"
"GCA_900107485","Proteiniborus ethanoligenes",0.00722203212535322,0,"train"
"GCA_017873955","Sedimentibacter acidaminivorans",0.000803599413431444,0,"train"
"GCA_013403245","Sedimentibacter hydroxybenzoicus",0.00121354043023603,0,"train"
"GCA_007830175","Sedimentibacter saalensis",0.000989241900323234,0,"train"
"GCA_024623155","Anaerosalibacter massiliensis",0.00218405152009116,0,"train"
"GCA_016767175","Keratinibaculum paraultunense",0.00105403010954896,0,"train"
"GCA_900106765","Tepidimicrobium xylanilyticum",0.00155791345510881,0,"train"
"GCA_900460335","Tissierella praeacuta",0.00407014739026879,0,"train"
"GCA_004346445","Tissierella praeacuta",0.00412969834001076,0,"train"
"GCA_005046945","Tissierella_B creatinini",0.00631335701627556,0,"train"
"GCA_016765695","Sporosalibacterium faouarense",0.0148146045270632,0,"train"
"GCA_000025645","Thermoanaerobacter thermocopriae",0.00276399557993201,0,"train"
"GCA_000946815","Syntrophaceticus schinkii",0.000343663794471039,0,"train"
"GCA_000305935","Thermacetogenium phaeum",0.000136411164966765,0,"train"
"GCA_900143285","Desulfitobacterium chlororespirans",0.0262064345386388,0,"train"
"GCA_000238035","Desulfitobacterium hafniense",0.027468714118579,0,"train"
"GCA_000378805","Desulfitobacterium hafniense",0.026876538993454,0,"train"
"GCA_000944695","Desulfitobacterium hafniense",0.0244822974102232,0,"train"
"GCA_000021925","Desulfitobacterium hafniense",0.0255522866137372,0,"train"
"GCA_001029285","Desulfosporosinus acididurans",0.0584744549740904,0,"train"
"GCA_004766045","Desulfosporosinus fructosivorans",0.0144922312908228,0,"train"
"GCA_900100785","Desulfosporosinus hippei",0.0304644275843732,0,"train"
"GCA_900129935","Desulfosporosinus lacus",0.021783453096764,0,"train"
"GCA_000235605","Desulfosporosinus orientis",0.0163688790727418,0,"train"
"GCA_000244895","Desulfosporosinus youngiae",0.0277206115008434,0,"train"
"GCA_000512895","Dehalobacter restrictus",0.00474222854519635,0,"train"
"GCA_000190635","Syntrophobotulus glycolicus",0.0157680307535788,0,"train"
"GCA_014502795","Heliobacterium chlorum",0.0362646728317008,0,"test"
"GCA_009720735","Heliobacterium mobile",0.0424738565631864,0,"test"
"GCA_009877435","Heliomicrobium gestii",0.0485996920520008,0,"test"
"GCA_009877425","Heliomicrobium undosum",0.0488441181931532,0,"test"
"GCA_004341395","Heliophilum fasciatum",0.065046949775416,0,"test"
"GCA_000024605","Ammonifex degensii",0.00055727985177878,0,"train"
"GCA_003368535","Ammonifex thiophilus",0.000894457286085615,0,"train"
"GCA_003815015","Thermodesulfitimonas autotrophica",0.000739458374775182,0,"train"
"GCA_000430885","Desulfallas alcoholivorax",0.00208114250273117,0,"train"
"GCA_900113335","Desulfallas arcticus",0.00501234900778702,0,"train"
"GCA_900115975","Desulfoscipio geothermicus",0.001780551135104,0,"train"
"GCA_009932395","Sporotomaculum syntrophicum",0.00343193246696305,0,"train"
"GCA_008124625","Sporotomaculum thermosapovorans",0.00232420460619565,0,"train"
"GCA_002933875","Desulfocucumis palustris",0.00263152482057805,0,"train"
"GCA_000024205","Desulfofarcimen acetoxidans",0.00472653973345538,0,"train"
"GCA_001592105","Desulfolucanica intricata",0.00307434541797136,0,"train"
"GCA_000711975","Desulfofalx alkaliphila",0.00299140637614115,0,"train"
"GCA_016907915","Desulforadius tongensis",0.000952411008978027,0,"train"
"GCA_900142375","Desulfotomaculum aeronauticum",0.00804573685039278,0,"train"
"GCA_004143605","Desulfotomaculum aquiferis",0.00216807313157885,0,"train"
"GCA_002005145","Desulfotomaculum ferrireducens",0.00373920046500364,0,"train"
"GCA_900129895","Desulfotomaculum hydrothermale",0.00403376427440405,0,"train"
"GCA_000214435","Desulfotomaculum nigrificans",0.00432237209805719,0,"train"
"GCA_900129195","Desulfotomaculum putei",0.00232049276495083,0,"train"
"GCA_000686645","Desulfofundulus australicus",0.000309332654821581,0,"train"
"GCA_900129285","Desulfofundulus australicus",0.000251690027831208,0,"train"
"GCA_000214705","Desulfofundulus kuznetsovii",0.000598947553571594,0,"train"
"GCA_900142025","Desulfofundulus thermosubterraneus",0.000687105486371631,0,"train"
"GCA_009428905","Desulfofundulus_A thermobenzoicus",0.00103834029513716,0,"train"
"GCA_000429345","Desulfovirgula thermocuniculi",0.000353894801668031,0,"train"
"GCA_000010565","Pelotomaculum thermopropionicum",0.000964613541100556,0,"train"
"GCA_004369225","Pelotomaculum_B propionicicum",0.00207387904463718,0,"train"
"GCA_004369245","Pelotomaculum_C schinkii",0.00404481988310079,0,"train"
"GCA_004369205","Pelotomaculum_C schinkii",0.00360484741785916,0,"train"
"GCA_022410535","Pelotomaculum_D terephthalicicum",0.0046359526266716,0,"train"
"GCA_900167165","Carboxydocella thermautotrophica",0.0254799216419004,0,"train"
"GCA_002207765","Calderihabitans maritimus",0.00114285144583204,0,"train"
"GCA_000620305","Desulfitibacter alkalitolerans",0.00491307004061525,0,"test"
"GCA_009735625","Moorella glycerini",0.00636302061788097,0,"train"
"GCA_002995755","Moorella humiferrea",0.00202809043769125,0,"train"
"GCA_001594015","Moorella mulderi",0.00797369886256682,0,"train"
"GCA_002995805","Moorella stamsii",0.00385778857657237,0,"train"
"GCA_001874065","Moorella thermoacetica",0.00534828427965417,0,"train"
"GCA_001875245","Moorella thermoacetica",0.00614446224746035,0,"train"
"GCA_001267435","Moorella thermoacetica",0.00593881137898922,0,"train"
"GCA_001874085","Moorella thermoacetica",0.0053300587949604,0,"train"
"GCA_001875265","Moorella thermoacetica",0.00575286906827444,0,"train"
"GCA_001267405","Moorella thermoacetica",0.00500852396623519,0,"train"
"GCA_001875285","Moorella thermoacetica",0.00584132271575943,0,"train"
"GCA_001875325","Moorella thermoacetica_A",0.00861048412686438,0,"train"
"GCA_900176005","Thermanaeromonas toyohensis",0.00137548329109405,0,"train"
"GCA_900176035","Desulfonispora thiosulfatigenes",0.0175146898153806,0,"train"
"GCA_900101835","Peptococcus niger",0.069616201693808,0,"train"
"GCA_001311885","Syntrophomonas_A palmitatica",0.00223023256998101,1,"train"
"GCA_000983115","Syntrophomonas_B zehnderi",0.0040984063775702,0,"train"
"GCA_900129805","Thermosyntropha lipolytica",0.000424351150882019,0,"train"
"GCA_000092405","Syntrophothermus lipocalidus",0.000215409975997782,0,"train"
"GCA_001263415","Thermincola ferriacetica",0.00343880370797944,0,"train"
"GCA_000025305","Acidaminococcus fermentans",0.00845855340791279,0,"train"
"GCA_000425045","Acidaminococcus intestini",0.00664651681568096,0,"train"
"GCA_003269275","Phascolarctobacterium faecium",0.00400836422678486,0,"train"
"GCA_900112895","Succiniclasticum ruminis",0.00286942027031956,0,"train"
"GCA_900101645","Succiniclasticum sp900315925",0.00800965803001563,0,"train"
"GCA_000384135","Succinispira mobilis",0.0157714396400188,0,"train"
"GCA_000430605","Anaeromusa acidaminophila",0.0372961202910892,0,"train"
"GCA_000374545","Anaeromusa acidaminophila",0.0331514534950872,0,"train"
"GCA_900104455","Dendrosporobacter quercicolus",0.0513995195611732,0,"train"
"GCA_000317005","Pelosinus fermentans",0.0268664633594732,0,"train"
"GCA_900100555","Pelosinus fermentans",0.0256314842672322,0,"train"
"GCA_900114615","Pelosinus propionicus",0.023972821818075,0,"train"
"GCA_900141835","Propionispora hippei",0.0252290831403646,1,"train"
"GCA_900110485","Propionispora vibrioides",0.029681640801436,0,"train"
"GCA_900141865","Anaerovibrio lipolyticus",0.00391897135900843,0,"train"
"GCA_000426665","Centipeda artemidis",0.019439800408749,0,"train"
"GCA_000160695","Centipeda flueggei",0.013512346550785,1,"train"
"GCA_000234095","Centipeda infelix",0.0434098800359516,0,"train"
"GCA_000160555","Centipeda noxia",0.02932331847646,0,"train"
"GCA_000213975","Centipeda periodontii",0.0331267050298524,0,"train"
"GCA_000378365","Megamonas funiformis",0.00440171412375123,0,"train"
"GCA_010669225","Megamonas funiformis",0.00538472464326278,0,"train"
"GCA_900187035","Megamonas hypermegale",0.00401733525648884,0,"train"
"GCA_000702905","Mitsuokella jalaludinii",0.0294709993997202,0,"train"
"GCA_000155955","Mitsuokella multacida",0.0195290582583572,0,"train"
"GCA_014201835","Pectinatus brassicae",0.011767698015086,0,"train"
"GCA_004341685","Pectinatus cerevisiiphilus",0.0116609052976784,0,"train"
"GCA_900109225","Propionispira arboris",0.014292961112484,0,"train"
"GCA_000381065","Propionispira raffinosivorans",0.0203756535660936,0,"train"
"GCA_900129225","Schwartzia succinivorans",0.00420268568137716,0,"train"
"GCA_000208405","Selenomonas sputigena",0.0439691006285726,0,"train"
"GCA_000424065","Selenomonas_A ruminantium",0.023084956534242,0,"train"
"GCA_900107615","Selenomonas_A ruminantium_B",0.0111091683285388,0,"train"
"GCA_000381005","Selenomonas_C bovis",0.0137098422630124,0,"train"
"GCA_003966895","Methylomusa anaerophila",0.0329591508620156,0,"train"
"GCA_900101845","Sporomusa acidovorans",0.00551632565076043,0,"train"
"GCA_900176355","Sporomusa malonica",0.0104349587474668,0,"train"
"GCA_000445445","Sporomusa ovata",0.00830623722378221,0,"train"
"GCA_002257705","Sporomusa silvacetica",0.00311707615182277,0,"train"
"GCA_900042765","Sporomusa sphaeroides",0.0121697695478324,0,"train"
"GCA_007641255","Sporomusa termitida",0.0229312115681898,0,"train"
"GCA_001611555","Anaerosporomusa subterranea",0.0231976295441868,0,"train"
"GCA_004339805","Anaerospora hongkongensis",0.0240591805599668,0,"train"
"GCA_000169155","Thermosinus carboxydivorans",0.0050037325557194,0,"train"
"GCA_900103425","Allisonella histaminiformans",0.0176232036194294,0,"train"
"GCA_000160055","Dialister invisus",0.0109707214029672,0,"train"
"GCA_000194985","Dialister micraerophilus",0.00356063442291998,0,"train"
"GCA_000242435","Dialister succinatiphilus",0.0242698890283164,0,"train"
"GCA_003315775","Caecibacter massiliensis",0.00610566768805243,0,"train"
"GCA_900167325","Megasphaera cerevisiae",0.00287721293429344,0,"train"
"GCA_003010495","Megasphaera elsdenii",0.0102380120352116,0,"train"
"GCA_003367905","Megasphaera stantonii",0.00177590445896558,0,"train"
"GCA_900103535","Megasphaera_A paucivorans",0.00174088242213322,0,"train"
"GCA_014207605","Negativicoccus succinicivorans",0.164693472757771,0,"train"
"GCA_900460235","Veillonella atypica",0.117411318273351,0,"test"
"GCA_003992125","Veillonella caviae",0.097602039331892,0,"test"
"GCA_001312465","Veillonella denticariosi",0.0245134944400878,0,"test"
"GCA_900637515","Veillonella dispar",0.108251113473688,0,"test"
"GCA_002959895","Veillonella infantium",0.0777744367385838,0,"test"
"GCA_000426745","Veillonella montpellierensis",0.0163320415521644,0,"test"
"GCA_900186885","Veillonella parvula",0.0881681244857684,0,"test"
"GCA_000177435","Veillonella parvula_A",0.127839673528602,0,"test"
"GCA_900187285","Veillonella rodentium",0.070653421260337,0,"test"
"GCA_002959775","Veillonella rogosae",0.0870000940610416,0,"test"
"GCA_001078375","Veillonella tobetsuensis",0.185378311536218,0,"test"
"GCA_900460315","Veillonella_A criceti",0.129897633905374,0,"test"
"GCA_000428745","Veillonella_A magna",0.0103705092161042,0,"test"
"GCA_003992115","Veillonella_A ratti",0.13725479573854,0,"test"
"GCA_008830375","Veillonella_A seminalis",0.0790353721608656,0,"test"
"GCA_000020005","Natranaerobius thermophilus",0.161884095073914,0,"train"
"GCA_002216005","Natranaerobius_A trueperi",0.0880685911574408,0,"train"
"GCA_900142275","Anaerobranca californiensis",0.0146064112928416,0,"train"
"GCA_900111575","Anaerobranca gottschalkii",0.013273262093686,0,"train"
"GCA_002951815","Sulfobacillus thermotolerans",0.998833683348461,1,"train"
"GCA_017874315","Symbiobacterium terraclitae",0.207867882942584,0,"test"
"GCA_000009905","Symbiobacterium thermophilum",0.0811723112100656,0,"test"
"GCA_000184705","Thermaerobacter marianensis",0.65852214632561,1,"train"
"GCA_003991135","Anoxybacter fermentans",0.00557879293117436,0,"train"
"GCA_000165465","Halanaerobium praevalens",0.787456629415324,0,"train"
"GCA_000350165","Halanaerobium saccharolyticum",0.717976396636752,0,"train"
"GCA_900103135","Halarsenatibacter silvermanii",0.0313900970113982,0,"train"
"GCA_000144695","Acetohalobium arabaticum",0.0319608077119941,0,"test"
"GCA_023227765","Fuchsiella alkaliacetigena",0.081538144442154,0,"test"
"GCA_016908635","Sporohalobacter salinus",0.0648171133126636,0,"test"
"GCA_016908315","Halanaerobacter jeridensis",0.567775829745299,0,"train"
"GCA_000517025","Halonatronum saccharophilum",0.180033181258797,0,"train"
"GCA_023227745","Natroniella acetigena",0.0660202664003277,0,"train"
"GCA_001544015","Limnochorda pilosa",0.762029214142963,0,"train"
"GCA_004340685","Hydrogenispora ethanolica",0.104515536743741,0,"train"
"GCA_014195585","Alloprevotella rava",0.141678077493219,0,"train"
"GCA_000159995","Alloprevotella tannerae",0.018806731911722,0,"train"
"GCA_000613385","Bacteroides acidifaciens",0.0121068502893722,0,"train"
"GCA_024623115","Bacteroides acidifaciens",0.018184533170954,0,"train"
"GCA_000158035","Bacteroides cellulosilyticus",0.0443485660608456,0,"train"
"GCA_900129655","Bacteroides clarus",0.0196719325348068,0,"train"
"GCA_900624775","Bacteroides eggerthii",0.012027029619066,0,"train"
"GCA_900445565","Bacteroides eggerthii",0.0155945564268476,0,"train"
"GCA_003865075","Bacteroides faecalis",0.0158423962122274,0,"train"
"GCA_000614145","Bacteroides faecichinchillae",0.00785805001351803,0,"train"
"GCA_000156195","Bacteroides finegoldii",0.0179193420277384,0,"train"
"GCA_000195635","Bacteroides fluxus",0.0131189080042008,0,"train"
"GCA_000025985","Bacteroides fragilis",0.0168842378123292,0,"train"
"GCA_000374365","Bacteroides gallinarum",0.00920600832008156,0,"train"
"GCA_000186225","Bacteroides helcogenes",0.0126146630036464,0,"train"
"GCA_004342845","Bacteroides heparinolyticus",0.0219280878799936,0,"train"
"GCA_000172175","Bacteroides intestinalis",0.0361313647770358,0,"train"
"GCA_000613465","Bacteroides nordii",0.0219513261617004,0,"train"
"GCA_000315485","Bacteroides oleiciplenus",0.0355562024688691,0,"train"
"GCA_007341395","Bacteroides ovatus",0.0291377514891404,0,"train"
"GCA_007341375","Bacteroides ovatus",0.0289675912318852,0,"train"
"GCA_001314995","Bacteroides ovatus",0.0408302210943914,0,"train"
"GCA_000428105","Bacteroides pyogenes",0.0257926520744006,0,"train"
"GCA_000511735","Bacteroides pyogenes",0.0193624113353532,0,"train"
"GCA_900445575","Bacteroides pyogenes_A",0.0224805033163116,0,"train"
"GCA_014196955","Bacteroides reticulotermitis",0.0964509813746004,0,"train"
"GCA_000614125","Bacteroides rodentium",0.0108573391509926,0,"train"
"GCA_900624765","Bacteroides salyersiae",0.0214613859391524,0,"train"
"GCA_000614165","Bacteroides stercorirosoris",0.0156725193590252,0,"train"
"GCA_004349615","Bacteroides thetaiotaomicron",0.0353658968251688,0,"train"
"GCA_014131755","Bacteroides thetaiotaomicron",0.0274894884616504,0,"train"
"GCA_000513195","Bacteroides timonensis",0.0229974171209552,0,"train"
"GCA_000210075","Bacteroides xylanisolvens",0.0279758048640114,0,"train"
"GCA_002998435","Bacteroides zoogleoformans",0.0207185624842436,0,"train"
"GCA_000212915","Bacteroides_E coprosuis",0.374225082708404,0,"train"
"GCA_000375405","Bacteroides_E propionicifaciens",0.512294449512158,0,"train"
"GCA_900128905","Bacteroides_G luti",0.122779314891069,0,"train"
"GCA_000428125","Bacteroides_I graminisolvens",0.0890853866008234,0,"train"
"GCA_000233955","Paraprevotella clara",0.0058948555553644,0,"train"
"GCA_900683745","Paraprevotella xylaniphila",0.00513150928831441,0,"train"
"GCA_000312445","Phocaeicola abscessus",0.035650415564999,0,"train"
"GCA_000374585","Phocaeicola barnesiae",0.00956090496973105,0,"train"
"GCA_020731235","Phocaeicola coprocola",0.00906803754040164,0,"train"
"GCA_000157915","Phocaeicola coprophilus",0.00664463531810422,1,"train"
"GCA_013009555","Phocaeicola dorei",0.0224198914365016,0,"train"
"GCA_000382445","Phocaeicola massiliensis",0.00979986253683884,0,"train"
"GCA_000613805","Phocaeicola paurosaccharolyticus",0.0349378219388112,0,"train"
"GCA_000187895","Phocaeicola plebeius",0.0156571775487748,0,"train"
"GCA_000190575","Phocaeicola salanitronis",0.00598445527466085,0,"train"
"GCA_000614185","Phocaeicola sartorii",0.0118771812035644,0,"train"
"GCA_000012825","Phocaeicola vulgatus",0.0213577966587518,0,"train"
"GCA_000426565","Prevotella albensis",0.0934845147782346,0,"train"
"GCA_000378745","Prevotella amnii",0.0389712167487984,0,"train"
"GCA_000614025","Prevotella aurantiaca",0.047855022164878,0,"train"
"GCA_000426585","Prevotella baroniae",0.121873089117714,0,"train"
"GCA_000160535","Prevotella bergensis",0.0861681206409348,0,"train"
"GCA_000262545","Prevotella bivia",0.0941662306122016,0,"train"
"GCA_008016795","Prevotella brunnea",0.0445334564451224,0,"train"
"GCA_019973295","Prevotella bryantii",0.2694337510109,0,"train"
"GCA_000184945","Prevotella buccae",0.065774219665988,0,"train"
"GCA_000177075","Prevotella buccalis",0.106933503064711,0,"train"
"GCA_024054555","Prevotella cerevisiae",0.342577082853425,0,"train"
"GCA_003096815","Prevotella colorans",0.0232251089507062,0,"train"
"GCA_020735445","Prevotella copri",0.0286414532589548,0,"train"
"GCA_000430525","Prevotella corporis",0.041549458905122,0,"train"
"GCA_000614065","Prevotella dentasini",0.0188358889771394,0,"train"
"GCA_900454835","Prevotella denticola",0.0467452716106728,0,"train"
"GCA_000467875","Prevotella disiens",0.0550752040485004,0,"train"
"GCA_000613945","Prevotella falsenii",0.031416778032221,0,"train"
"GCA_001262015","Prevotella fusca",0.0505687461545274,0,"train"
"GCA_000759075","Prevotella histicola",0.124440283211587,0,"train"
"GCA_001953955","Prevotella intermedia",0.0366771175431466,0,"train"
"GCA_900187995","Prevotella jejuni",0.0867207626964268,0,"train"
"GCA_000378085","Prevotella loescheii",0.128126465003419,0,"train"
"GCA_000382385","Prevotella maculosa",0.0796785756665772,0,"train"
"GCA_000613625","Prevotella marshii",0.0155873981746264,0,"train"
"GCA_000144405","Prevotella melaninogenica",0.155558628702871,0,"train"
"GCA_000373705","Prevotella micans",0.0934980728811132,0,"train"
"GCA_000191065","Prevotella multiformis",0.0311649462229248,0,"train"
"GCA_019973315","Prevotella multisaccharivorax",0.149532077192002,0,"train"
"GCA_000379965","Prevotella nanceiensis",0.28676625037933,0,"train"
"GCA_900454985","Prevotella nigrescens",0.0319393295119283,0,"train"
"GCA_900637655","Prevotella oris",0.0947345846106444,0,"train"
"GCA_000613785","Prevotella oulorum",0.230386172598965,0,"train"
"GCA_000220255","Prevotella pallens",0.0419413124731648,0,"train"
"GCA_000373185","Prevotella paludivivens",0.113141193985081,0,"train"
"GCA_000613725","Prevotella pleuritidis",0.028410425265316,0,"train"
"GCA_001275135","Prevotella rara",0.00338245029889483,0,"train"
"GCA_000614205","Prevotella saccharolytica",0.0433793454934798,0,"train"
"GCA_000185845","Prevotella salivae",0.164369251766038,0,"train"
"GCA_001683355","Prevotella scopos",0.11470944715809,0,"train"
"GCA_000518545","Prevotella seregens",0.130431669059624,0,"train"
"GCA_000613445","Prevotella shahii",0.113771494228744,0,"train"
"GCA_000235885","Prevotella stercorea",0.00782106299813556,0,"train"
"GCA_000455445","Prevotella timonensis",0.08220155043176,0,"train"
"GCA_000377625","Prevotella veroralis",0.0971828888572464,0,"train"
"GCA_000296465","Barnesiella intestinihominis",0.0143695079382582,0,"train"
"GCA_000512915","Barnesiella viscericola",0.0160990971687668,0,"train"
"GCA_003634345","Coprobacter fastidiosus",0.0278280933019822,0,"train"
"GCA_000426485","Dysgonomonas capnocytophagoides",0.452410844728923,0,"test"
"GCA_000213555","Dysgonomonas gadei",0.327934491888215,1,"test"
"GCA_014196915","Dysgonomonas hofstadii",0.259263748296378,1,"test"
"GCA_001047035","Dysgonomonas macrotermitis",0.343724812024564,0,"test"
"GCA_000213575","Dysgonomonas mossii",0.294595334502805,1,"test"
"GCA_900095795","Petrimonas mucosa",0.314072637360278,1,"test"
"GCA_000380985","Proteiniphilum acetatigenes",0.638485383305777,0,"test"
"GCA_900095135","Proteiniphilum saccharofermentans",0.690583603582638,1,"test"
"GCA_001192835","Lentimicrobium saccharophilum",0.714683318103299,0,"train"
"GCA_004217115","Ancylomarina subtilis",0.695640953299142,1,"train"
"GCA_003096835","Balneicella halophila",0.645889876782224,0,"train"
"GCA_003991565","Butyricimonas faecalis",0.00634583331996519,0,"train"
"GCA_014196975","Butyricimonas faecihominis",0.00743935397334361,0,"train"
"GCA_014647355","Butyricimonas paravirosa",0.00924687535994118,0,"train"
"GCA_000379665","Butyricimonas synergistica",0.00737480578510363,0,"train"
"GCA_002356295","Labilibaculum antarcticum",0.831128675120932,1,"train"
"GCA_003202155","Marinifilum breve",0.789839559661754,1,"train"
"GCA_001310955","Marinifilum fragile",0.677135045541931,1,"train"
"GCA_000243215","Odoribacter laneus",0.00821293704023818,0,"train"
"GCA_000190535","Odoribacter splanchnicus",0.00957805983077542,0,"train"
"GCA_000517065","Alkaliflexus imshenetskii",0.953710143255485,0,"train"
"GCA_018156225","Carboxylicivirga sediminis",0.940719136534345,1,"train"
"GCA_002210225","Geofilum rhodophaeum",0.989083910195853,1,"train"
"GCA_000974365","Geofilum rubicundum",0.986007866439376,1,"train"
"GCA_003121985","Marinilabilia rubra",0.979546989605841,1,"train"
"GCA_004345615","Natronoflexus pectinivorans",0.972174118617985,0,"train"
"GCA_004803695","Muribaculum gordoncarteri",0.0164308261355136,0,"train"
"GCA_014192515","Microbacter margulisiae",0.911018093658472,0,"train"
"GCA_000565015","Porphyromonas catoniae",0.285876445576086,0,"train"
"GCA_900167105","Porphyromonas circumdentaria",0.0319302030915004,0,"train"
"GCA_000509245","Porphyromonas crevioricanis",0.00895726463983504,0,"train"
"GCA_900476255","Porphyromonas crevioricanis",0.0108734812132936,0,"train"
"GCA_000174815","Porphyromonas endodontalis",0.0604123920864084,0,"train"
"GCA_000010505","Porphyromonas gingivalis",0.0162355279893558,0,"train"
"GCA_000739415","Porphyromonas gingivalis",0.0155250315560472,0,"train"
"GCA_000378065","Porphyromonas gulae",0.0205857466295252,0,"train"
"GCA_003096695","Porphyromonas loveana",0.019290932700188,0,"train"
"GCA_000379945","Porphyromonas macacae",0.0506021025086896,0,"train"
"GCA_000614385","Porphyromonas macacae",0.0310466420970208,0,"train"
"GCA_014647755","Porphyromonas pasteri",0.347034345610692,0,"train"
"GCA_000482365","Porphyromonas uenonis",0.0132734385391768,0,"train"
"GCA_000375645","Porphyromonas_A bennonis",0.0161066623972748,0,"train"
"GCA_900638305","Porphyromonas_A cangingivalis",0.0664830200774904,0,"train"
"GCA_000379925","Porphyromonas_A levii",0.176405791796698,0,"train"
"GCA_000372405","Porphyromonas_A somerae",0.141839313783251,0,"train"
"GCA_003576475","Draconibacterium luteum",0.932511468247562,1,"train"
"GCA_009617915","Prolixibacter bellariivorans",0.960158005919333,1,"train"
