"species","predicted_OGT","OGT"
"Cystobacter_fuscus",39.46215,28.07142857
"Cystobacter_violaceus",40.553665,28.08333333
"Cytophaga_hutchinsonii",25.576965,28
"Dechloromonas_denitrificans",27.467276,30
"Deferribacter_desulfuricans",59.127823,62
"Defluviitoga_tunisiensis",55.140526,55
"Dehalobacter_restrictus",35.21747,30
"Deinococcus_deserti",45.128784,28
"Deinococcus_geothermalis",47.408768,45
"Deinococcus_gobiensis",44.473293,28
"Deinococcus_maricopensis",44.04471,28
"Deinococcus_peraridilitoris",37.348473,28
"Deinococcus_proteolyticus",38.960445,30
"Deinococcus_radiodurans",44.04471,30.7
"Delftia_acidovorans",27.690773,29.77777778
"Delftia_tsuruhatensis",28.133669,31.5
"Denitrobacterium_detoxificans",34.023335,37
"Denitrovibrio_acetiphilus",40.078827,30
"Dermabacter_hominis",29.847286,37
"Dermacoccus_nishinomiyaensis",30.053501,30
"Desulfarculus_baarsii",51.20405,37
"Desulfatibacillum_alkenivorans",49.69247,30
"Desulfitobacterium_dehalogenans",33.454395,34.66666667
"Desulfitobacterium_hafniense",33.32109,35
"Desulfitobacterium_metallireducens",33.441242,30
"Desulfobacca_acetoxidans",51.982586,37
"Desulfobacter_postgatei",33.990005,30.66666667
"Desulfobacterium_autotrophicum",30.349028,26
"Desulfobacula_toluolica",40.55102,28
"Desulfobulbus_propionicus",36.65442,34.8
"Desulfocapsa_sulfexigens",36.291557,25
"Desulfococcus_multivorans",45.7469,36
"Desulfohalobium_retbaense",51.66638,35
"Desulfomicrobium_baculatum",36.408024,30
"Desulfomicrobium_orale",43.44894,37
"Desulfomonile_tiedjei",50.159134,37
"Desulfonatronospira_thiodismutans",52.53716,30
"Desulfosporosinus_acidiphilus",32.357723,30
"Desulfosporosinus_meridiei",30.867054,27
"Desulfosporosinus_orientis",32.312233,30
"Desulfosporosinus_youngiae",32.045784,35
"Desulfotalea_psychrophila",40.928032,7.5
"Desulfotignum_phosphitoxidans",39.911736,30
"Desulfotomaculum_acetoxidans",49.4995,37
"Desulfotomaculum_gibsoniae",53.529415,35
"Desulfotomaculum_hydrothermale",53.266636,55
"Desulfotomaculum_kuznetsovii",56.80072,60
"Desulfotomaculum_nigrificans",52.68762,53.18181818
"Desulfotomaculum_ruminis",49.586926,37
"Desulfovibrio_aespoeensis",35.571564,30
"Desulfovibrio_africanus",41.86103,31.75
"Desulfovibrio_alaskensis",43.055595,37
"Desulfovibrio_alkalitolerans",45.312416,40
"Desulfovibrio_desulfuricans",40.96122,31.9
"Desulfovibrio_fructosivorans",47.57199,37
"Desulfovibrio_gigas",47.47304,34
"Desulfovibrio_hydrothermalis",35.65156,35
"Desulfovibrio_magneticus",47.041157,30
"Desulfovibrio_piezophilus",35.65156,28
"Desulfovibrio_piger",34.88791,37
"Desulfovibrio_salexigens",43.27433,32.33333333
"Desulfovibrio_vulgaris",44.016636,33.4375
"Desulfurella_acetivorans",52.40891,55
"Desulfuribacillus_alkaliarsenatis",39.834503,30
"Desulfurispirillum_indicum",39.277542,28
"Desulfurivibrio_alkaliphilus",46.04688,30
"Desulfurobacterium_thermolithotrophum",68.88221,70
"Desulfuromonas_acetoxidans",44.037895,30
"Dethiobacter_alkaliphilus",47.069256,30
"Dethiosulfovibrio_peptidovorans",43.54473,42
"Devosia_chinhatensis",23.798264,28
"Devosia_insulae",24.08668,28
"Devosia_limi",21.61934,28
"Devosia_psychrophila",18.500326,10
"Devosia_riboflavina",24.9023,28
"Devosia_soli",24.648428,28
"Dialister_invisus",33.767303,35
"Dialister_micraerophilus",33.912506,37
"Dialister_pneumosintes",34.59249,37
"Dichelobacter_nodosus",28.208508,37
"Dickeya_chrysanthemi",28.421532,27.33333333
"Dickeya_dadantii",28.442265,29
"Dickeya_paradisiaca",28.442265,30
"Dickeya_zeae",28.677801,30
"Dictyoglomus_thermophilum",68.92435,70
"Dictyoglomus_turgidum",69.036095,75
"Dietzia_alimentaria",29.282707,28
"Dietzia_cinnamea",29.341354,28
"Dietzia_maris",30.165493,28
"Dinoroseobacter_shibae",23.277576,30
"Dokdonella_koreensis",30.562101,28
"Dokdonia_donghaensis",20.004599,30
"Dorea_formicigenerans",32.439426,37
"Dorea_longicatena",32.138123,37
"Dyadobacter_fermentans",27.485363,28
"Dyella_japonica",29.600601,30
"Dyella_thiooxydans",29.88091,28
"Dysgonomonas_gadei",26.923933,37
"Dysgonomonas_mossii",27.467752,37
"Echinicola_vietnamensis",23.551123,28
"Edwardsiella_hoshinae",27.74828,30
"Edwardsiella_ictaluri",27.74828,28
"Edwardsiella_tarda",27.74828,30
"Eggerthella_lenta",34.502625,37
"Eggerthia_catenaformis",33.34771,37
"Eikenella_corrodens",33.013916,37
"Elizabethkingia_meningoseptica",28.960566,37
"Elizabethkingia_miricola",30.049324,33.5
"Emticicia_oligotrophica",25.05107,28
"Endozoicomonas_elysicola",29.92427,28
"Enhygromyxa_salina",35.62961,30
"Ensifer_adhaerens",26.381632,28
"Enterobacter_aerogenes",29.51048,29.33333333
"Enterobacter_asburiae",27.74828,30
"Enterobacter_cloacae",28.600372,30.11111111
"Enterobacter_hormaechei",27.55139,30
"Enterobacter_ludwigii",28.064762,37
"Enterococcus_asini",31.764498,37
"Enterococcus_avium",31.264336,37
"Enterococcus_caccae",31.554193,37
"Enterococcus_casseliflavus",31.195015,37
"Enterococcus_cecorum",32.39918,37
"Enterococcus_columbae",32.40452,37
"Enterococcus_dispar",31.764498,37
"Enterococcus_durans",30.861303,37
"Enterococcus_faecalis",32.764275,36.4
"Enterococcus_faecium",31.065582,37
"Enterococcus_gallinarum",31.188002,37
"Enterococcus_gilvus",31.120275,37
"Enterococcus_haemoperoxidus",31.47625,37
"Enterococcus_hirae",31.190678,37
"Enterococcus_italicus",31.764498,37
"Enterococcus_malodoratus",31.379248,37
"Enterococcus_moraviensis",31.024652,37
"Enterococcus_mundtii",30.873343,37
"Enterococcus_pallens",31.410835,37
"Enterococcus_phoeniculicola",31.377182,37
"Enterococcus_quebecensis",31.024652,37
"Enterococcus_raffinosus",30.861303,37
"Enterococcus_saccharolyticus",31.32821,37
"Enterococcus_silesiacus",31.188002,37
"Enterococcus_sulfureus",31.188002,37
"Enterococcus_termitis",31.529366,37
"Enterococcus_thailandicus",30.949104,30
"Enterococcus_ureasiticus",30.861301,37
"Enterococcus_villorum",31.188002,37
"Enterorhabdus_caecimuris",39.523315,37
"Enterovibrio_coralii",31.302109,28
"Epilithonimonas_lactis",25.955511,28
"Eremococcus_coleocola",31.95793,37
"Erwinia_amylovora",29.427437,26.66666667
"Erwinia_billingiae",29.434515,30
"Erwinia_pyrifoliae",29.184422,30
"Erwinia_tasmaniensis",29.434515,28
"Erwinia_tracheiphila",29.131424,28
"Erysipelothrix_rhusiopathiae",30.066566,37
"Erythrobacter_litoralis",27.478643,28
"Erythrobacter_longus",27.065407,28
"Escherichia_albertii",29.408482,30
"Escherichia_coli",28.997698,35.83173077
"Escherichia_fergusonii",29.600601,34
"Ethanoligenens_harbinense",34.551178,37
"Eubacterium_brachy",33.089165,37
"Eubacterium_limosum",33.576103,37
"Eubacterium_nodatum",33.521034,37
"Eubacterium_ramulus",33.259026,37
"Eubacterium_ventriosum",30.74574,37
"Ewingella_americana",28.619907,30
"Exiguobacterium_antarcticum",28.82374,28
"Exiguobacterium_mexicanum",29.30612,28
"Exiguobacterium_sibiricum",29.039629,28
"Exiguobacterium_undae",29.751144,28
"Faecalibacterium_prausnitzii",32.296463,37
"Ferrimicrobium_acidiphilum",31.706276,32
"Ferrimonas_balearica",28.986492,28
"Fervidicola_ferrireducens",65.88636,70
"Fervidobacterium_islandicum",64.42958,62.5
"Fervidobacterium_nodosum",64.84912,70
"Fervidobacterium_pennivorans",64.43868,65
"Fibrella_aestuarina",26.68117,28
"Fibrisoma_limi",25.97773,28
"Gordonia_terrae",30.584576,31.27272727
"Flavobacterium_aquatile",20.30324,30
"Flavobacterium_aquidurense",21.161398,25
"Flavobacterium_columnare",17.987719,15
"Flavobacterium_daejeonense",20.525291,28
"Flavobacterium_frigoris",20.387316,20
"Flavobacterium_fryxellicola",20.006306,20
"Flavobacterium_hibernum",20.698324,20
"Flavobacterium_hydatis",20.806196,28
"Flavobacterium_indicum",20.015432,30
"Flavobacterium_johnsoniae",20.515392,30
"Flavobacterium_psychrophilum",18.692606,17
"Flavobacterium_reichenbachii",21.1447,24
"Flavobacterium_rivuli",21.111517,20
"Flavobacterium_saliperosum",21.05741,25
"Flavobacterium_subsaxonicum",21.08006,24
"Flavobacterium_succinicans",21.135857,28
"Flavobacterium_suncheonense",20.307854,28
"Flavonifractor_plautii",32.745552,37
"Flexibacter_litoralis",22.624968,30
"Flexistipes_sinusarabici",47.951668,45
"Fluoribacter_bozemanae",28.744724,37
"Fluoribacter_dumoffii",29.613777,37
"Fluoribacter_gormanii",28.866909,37
"Fluviicola_taffensis",23.406246,28
"Formosa_agariphila",19.949419,21
"Francisella_hispaniensis",27.376007,37
"Francisella_noatunensis",28.605503,23.33333333
"Francisella_philomiragia",28.373203,37
"Francisella_tularensis",28.0795,37
"Frateuria_aurantia",29.600601,30
"Fructobacillus_fructosus",27.774878,30
"Fulvimarina_pelagi",26.42219,28
"Fusobacterium_equinum",28.950945,37
"Fusobacterium_mortiferum",31.312569,37
"Fusobacterium_necrophorum",28.860514,37
"Fusobacterium_nucleatum",31.108099,37
"Fusobacterium_periodonticum",28.611094,37
"Fusobacterium_ulcerans",29.19155,37
"Fusobacterium_varium",29.007433,37
"Gallibacterium_anatis",26.560907,37
"Gardnerella_vaginalis",28.03788,37
"Gelidibacter_algens",17.088055,10
"Gemella_haemolysans",32.18001,37
"Gemella_morbillorum",32.05555,37
"Gemmatimonas_aurantiaca",31.601917,30
"Geoalkalibacter_ferrihydriticus",45.910072,35
"Geoalkalibacter_subterraneus",45.56348,40
"Geobacillus_caldoxylosilyticus",55.562508,55
"Geobacillus_kaustophilus",56.565292,60.5
"Geobacillus_subterraneus",56.370605,55
"Geobacillus_thermodenitrificans",56.64113,59.09090909
"Geobacillus_thermoglucosidasius",55.245445,55
"Geobacillus_thermoleovorans",56.35533,55.71428571
"Geobacter_bemidjiensis",32.467873,30
"Geobacter_daltonii",39.01165,30
"Geobacter_lovleyi",31.810875,25
"Geobacter_metallireducens",37.07907,30
"Geobacter_pickeringii",39.01165,30
"Geobacter_sulfurreducens",41.492836,31.66666667
"Geodermatophilus_obscurus",32.94211,28
"Gillisia_limnaea",19.037888,20
"Glaciecola_pallidula",28.767534,7
"Glaciecola_punicea",28.986761,10
"Gloeobacter_violaceus",26.042337,26
"Gluconacetobacter_diazotrophicus",28.54763,29
"Gluconobacter_frateurii",27.303957,26
"Gluconobacter_oxydans",27.172094,27
"Gordonia_aichiensis",29.893425,28
"Gordonia_alkanivorans",29.479496,29.5
"Gordonia_amarae",29.644665,31
"Gordonia_amicalis",29.631342,28
"Gordonia_araii",29.263039,28
"Gordonia_bronchialis",30.343353,28
"Gordonia_effusa",29.418774,28
"Gordonia_hirsuta",29.39279,28
"Gordonia_jacobaea",29.952078,28
"Gordonia_malaquae",28.356422,28
"Gordonia_namibiensis",29.842194,28
"Gordonia_otitidis",29.464455,28
"Gordonia_paraffinivorans",30.501276,28
"Gordonia_polyisoprenivorans",30.011421,28
"Gordonia_rhizosphera",30.16518,28
"Gordonia_rubripertincta",29.628847,31
"Gordonia_sihwensis",29.539558,28
"Gordonia_soli",30.343353,28
"Gordonia_sputi",29.631342,30.57142857
"Gordonibacter_pamelaeae",35.06774,37
"Gracilibacillus_boraciitolerans",33.177216,30
"Granulibacter_bethesdensis",31.089422,36
"Granulicatella_adiacens",32.303917,37
"Grimontia_hollisae",30.659178,30
"Haemophilus_ducreyi",28.596994,37
"Haemophilus_influenzae",28.596994,37
"Haemophilus_parahaemolyticus",26.80968,37
"Haemophilus_parainfluenzae",28.596994,37
"Haemophilus_paraphrohaemolyticus",27.181566,37
"Haemophilus_parasuis",28.596994,37
"Haemophilus_pittmaniae",28.596994,36
"Haemophilus_sputorum",27.587881,37
"Hafnia_alvei",27.372986,30
"Hafnia_paralvei",26.837486,28
"Halanaerobium_praevalens",32.98603,36
"Halanaerobium_saccharolyticum",33.111168,37
"Haliangium_ochraceum",37.639343,30
"Haliscomenobacter_hydrossis",25.267227,26
"Halobacillus_dabanensis",34.055847,30
"Halobacillus_halophilus",32.06497,30
"Halobacillus_karajensis",33.571033,38
"Halobacillus_trueperi",34.687122,30
"Halobacteroides_halobius",29.078983,31.5
"Halomonas_anticariensis",30.7494,30
"Halomonas_boliviensis",31.07624,28
"Halomonas_campaniensis",30.580402,37
"Halomonas_elongata",30.300577,29.2
"Halomonas_hydrothermalis",31.302984,28
"Halomonas_titanicae",30.847507,37
"Haloplasma_contractile",32.92843,35
"Halorhodospira_halochloris",30.257412,35.5
"Halorhodospira_halophila",45.123978,25
"Halotalea_alkalilenta",29.213482,28
"Halothiobacillus_neapolitanus",29.417734,29.28571429
"Helcococcus_kunzii",33.62854,30
"Helicobacter_cinaedi",31.7382,37
"Helicobacter_fennelliae",32.04059,37
"Helicobacter_heilmannii",29.47439,37
"Helicobacter_hepaticus",32.9064,37
"Helicobacter_muridarum",31.126225,37
"Helicobacter_pullorum",32.74772,37
"Helicobacter_pylori",29.697433,37
"Kingella_kingae",33.45999,37
"Helicobacter_suis",32.11496,37
"Heliobacterium_modesticaldum",49.889313,50
"Herbaspirillum_frisingense",28.445112,35
"Herbaspirillum_hiltneri",26.962364,30
"Herbaspirillum_rubrisubalbicans",27.863035,27.5
"Herbaspirillum_seropedicae",27.835888,30
"Herminiimonas_arsenicoxydans",26.161203,28
"Herpetosiphon_aurantiacus",26.995594,26.66666667
"Hippea_maritima",56.78065,55
"Hirschia_baltica",25.662775,30
"Hoeflea_phototrophica",25.831446,30
"Holdemania_filiformis",31.245583,37
"Hyalangium_minutum",36.855354,28.28571429
"Hydrocarboniphaga_effusa",28.881859,30
"Hydrogenobacter_thermophilus",70.10277,70
"Hydrogenophaga_intermedia",27.009556,28
"Hylemonella_gracilis",27.078302,30
"Hyphomicrobium_denitrificans",27.109121,30
"Hyphomicrobium_sulfonivorans",26.499575,30
"Hyphomonas_hirschiana",27.478615,30
"Hyphomonas_jannaschiana",26.582947,30
"Hyphomonas_neptunium",27.478615,26
"Hyphomonas_oceanitis",26.272211,30
"Hyphomonas_polymorpha",28.430471,35
"Idiomarina_abyssalis",27.88894,28
"Idiomarina_loihiensis",28.863497,30
"Idiomarina_salinarum",29.66299,37
"Ilyobacter_polytropus",32.41467,30
"Inquilinus_limosus",28.00106,30
"Intrasporangium_calvum",30.237299,28
"Intrasporangium_chromatireducens",28.993408,28
"Intrasporangium_oryzae",28.672007,28
"Isoptericola_variabilis",30.957483,28
"Janibacter_melonis",29.38968,28
"Jannaschia_rubra",23.885883,25
"Janthinobacterium_agaricidamnosum",23.917025,28
"Janthinobacterium_lividum",22.023212,19
"Jejuia_pallidilutea",21.229076,28
"Jeotgalibacillus_campisalis",28.6807,30
"Jeotgalibacillus_soli",28.6807,30
"Jeotgalibacillus_marinus",27.769947,10.47619048
"Jonesia_denitrificans",31.16069,33.5
"Jonquetella_anthropi",44.34836,37
"Joostella_marina",21.158949,28
"Kangiella_koreensis",27.813372,30
"Kerstersia_gyiorum",27.939625,37
"Kineococcus_radiotolerans",30.196669,30
"Kineosphaera_limosa",29.718512,28
"Kingella_denitrificans",33.418755,36
"Kingella_oralis",32.950462,37
"Kitasatospora_griseola",29.246927,28
"Klebsiella_oxytoca",29.600601,34.125
"Kocuria_flava",29.237482,28
"Klebsiella_pneumoniae",29.600601,34.44
"Kocuria_marina",27.86847,28
"Klebsiella_variicola",28.723986,30
"Kluyvera_ascorbata",27.635504,30
"Kluyvera_intermedia",28.723986,29
"Knoellia_aerolata",28.49552,28
"Knoellia_flava",27.842875,28
"Knoellia_sinensis",28.08123,28
"Knoellia_subterranea",27.005505,28
"Kocuria_kristinae",27.08034,34
"Kocuria_palustris",27.61696,30
"Kocuria_polaris",27.258913,28
"Kocuria_rhizophila",28.269,31
"Kosmotoga_olearia",63.577858,65
"Kribbella_flavida",31.748135,28
"Ktedonobacter_racemifer",34.148476,28
"Kutzneria_albida",33.433975,28
"Kyrpidia_tusciae",50.50881,50
"Kytococcus_sedentarius",31.689003,30
"Labrenzia_aggregata",26.297323,28
"Labrenzia_alba",25.278488,25
"Labrenzia_alexandrii",25.672546,30
"Lactobacillus_acetotolerans",29.194996,27.33333333
"Lactobacillus_acidifarinae",28.137688,30
"Lactobacillus_acidipiscis",30.043354,33.5
"Lactobacillus_acidophilus",33.77696,37
"Lactobacillus_agilis",28.404913,37
"Lactobacillus_algidus",24.668978,20
"Lactobacillus_alimentarius",29.583675,30
"Lactobacillus_amylolyticus",39.87345,45
"Lactobacillus_amylophilus",29.628252,28
"Lactobacillus_amylotrophicus",28.464348,28
"Lactobacillus_amylovorus",34.418854,37
"Lactobacillus_animalis",28.256044,37
"Lactobacillus_antri",33.134132,37
"Lactobacillus_apodemi",29.415312,37
"Lactobacillus_aquaticus",27.84768,37
"Lactobacillus_aviarius",28.176184,37
"Lactobacillus_backii",29.471067,30
"Lactobacillus_bifermentans",29.70922,30
"Lactobacillus_brantae",28.418827,37
"Lactobacillus_brevis",27.84768,29.5
"Lactobacillus_buchneri",27.874857,37
"Lactobacillus_cacaonum",27.842875,30
"Lactobacillus_camelliae",27.285654,37
"Lactobacillus_capillatus",27.88051,30
"Lactobacillus_casei",30.537823,33.5
"Lactobacillus_ceti",28.161974,37
"Lactobacillus_coleohominis",31.891602,37
"Lactobacillus_collinoides",27.274998,26
"Lactobacillus_composti",27.224997,30
"Lactobacillus_concavus",28.203758,37
"Lactobacillus_coryniformis",28.424164,30
"Lactobacillus_crispatus",33.349106,37
"Lactobacillus_curvatus",25.8887,30
"Lactobacillus_delbrueckii",31.354631,37.38461538
"Lactobacillus_dextrinicus",29.154568,30
"Lactobacillus_diolivorans",27.84768,30
"Lactobacillus_equi",29.942009,37
"Lactobacillus_fabifermentans",29.374104,30
"Lactobacillus_farciminis",28.625948,30
"Lactobacillus_farraginis",27.84768,30
"Lactobacillus_fermentum",33.31989,35.25
"Lactobacillus_floricola",27.84768,30
"Lactobacillus_florum",28.176184,30
"Lactobacillus_fructivorans",26.362257,27.5
"Lactobacillus_frumenti",33.783585,40
"Lactobacillus_fuchuensis",24.38395,20
"Lactobacillus_gallinarum",34.21187,37
"Lactobacillus_gasseri",31.073175,37
"Lactobacillus_gastricus",31.431856,37
"Lactobacillus_ghanensis",27.88051,30
"Lactobacillus_graminis",26.366522,30
"Lactobacillus_hammesii",27.84768,30
"Lactobacillus_hamsteri",35.464134,37
"Lactobacillus_helveticus",34.05002,37
"Lactobacillus_hilgardii",28.02552,30
"Lactobacillus_homohiochii",26.29507,26
"Lactobacillus_hordei",27.839165,30
"Lactobacillus_iners",30.42093,37
"Lactobacillus_intestinalis",34.59785,37
"Lactobacillus_jensenii",30.617674,37
"Lactobacillus_johnsonii",30.77343,37
"Lactobacillus_kalixensis",35.29806,37
"Lactobacillus_kefiranofaciens",34.01568,28.66666667
"Lactobacillus_kefiri",28.24336,30
"Lactobacillus_kitasatonis",34.087135,37
"Lactobacillus_kunkeei",28.277359,30
"Lactobacillus_lindneri",28.625948,28
"Lactobacillus_malefermentans",28.345844,28.66666667
"Lactobacillus_mali",27.839165,30
"Lactobacillus_manihotivorans",27.871584,30
"Lactobacillus_mindensis",28.625948,30
"Lactobacillus_mucosae",32.26754,37
"Lactobacillus_murinus",27.842875,37
"Lactobacillus_namurensis",27.852074,30
"Lactobacillus_nantensis",28.503893,30
"Lactobacillus_nodensis",28.897356,30
"Lactobacillus_odoratitofui",28.674162,30
"Lactobacillus_oligofermentans",26.446672,25
"Lactobacillus_oris",33.170277,37
"Lactobacillus_otakiensis",28.24336,30
"Lactobacillus_ozensis",28.316435,30
"Lactobacillus_pantheris",28.902391,37
"Lactobacillus_parabuchneri",28.176184,28.8
"Lactobacillus_paracasei",30.518684,30.93333333
"Lactobacillus_paracollinoides",27.274998,27.5
"Lactobacillus_parafarraginis",28.256914,30
"Lactobacillus_paralimentarius",29.09903,30
"Lactobacillus_paraplantarum",28.892317,30
"Lactobacillus_paucivorans",27.871584,28
"Lactobacillus_pentosus",28.61531,30
"Lactobacillus_perolens",29.139256,28
"Lactobacillus_plantarum",29.437723,31.5
"Lactobacillus_psittaci",31.354631,37
"Lactobacillus_rapi",27.806866,30
"Lactobacillus_rennini",29.976826,32.33333333
"Lactobacillus_reuteri",33.54591,35
"Lactobacillus_rhamnosus",30.510733,37
"Lactobacillus_rossiae",28.65076,30
"Lactobacillus_ruminis",28.93681,37
"Lactobacillus_saerimneri",28.987425,37
"Lactobacillus_sakei",25.623625,30.77777778
"Lactobacillus_salivarius",28.669214,37
"Lactobacillus_sanfranciscensis",28.26012,29
"Lactobacillus_saniviri",28.722723,37
"Lactobacillus_satsumensis",27.88051,30
"Lactobacillus_secaliphilus",32.343384,37
"Lactobacillus_senioris",27.84768,37
"Lactobacillus_sharpeae",28.450115,30
"Lactobacillus_siliginis",28.482336,37
"Lactobacillus_similis",29.772388,35
"Lactobacillus_spicheri",27.84768,30
"Lactobacillus_sucicola",27.88051,30
"Lactobacillus_suebicus",28.292423,30
"Lactobacillus_sunkii",28.176184,30
"Lactobacillus_taiwanensis",31.24762,37
"Lactobacillus_thailandensis",28.944233,37
"Lactobacillus_tucceti",28.24315,30
"Lactobacillus_ultunensis",35.14952,37
"Lactobacillus_uvarum",27.491693,30
"Lactobacillus_vaccinostercus",28.178837,30
"Lactobacillus_vaginalis",33.436134,37
"Lactobacillus_versmoldensis",28.176184,30
"Lactobacillus_vini",27.166016,37
"Lactobacillus_zeae",30.222773,37
"Lactobacillus_zymae",28.079172,30
"Lactococcus_garvieae",32.19609,31.4
"Lactococcus_lactis",31.629122,30.17391304
"Lactococcus_piscium",32.924583,28
"Lactococcus_raffinolactis",33.071175,30
"Laribacter_hongkongensis",28.665981,37
"Lautropia_mirabilis",28.00931,37
"Leadbetterella_byssophila",27.067987,30
"Lechevalieria_aerocolonigenes",33.147095,28
"Leclercia_adecarboxylata",27.74828,37
"Legionella_anisa",29.613777,37
"Legionella_birminghamensis",30.06025,37
"Legionella_brunensis",29.933641,37
"Legionella_cherrii",29.325819,37
"Legionella_cincinnatiensis",29.022041,37
"Legionella_drozanskii",29.703285,30
"Legionella_erythra",30.085552,37
"Legionella_fallonii",30.143932,30
"Legionella_feeleii",30.034948,37
"Legionella_geestiana",28.854055,37
"Legionella_gratiana",28.210426,37
"Legionella_hackeliae",29.933641,37
"Legionella_israelensis",31.096348,37
"Legionella_jamestowniensis",30.034948,37
"Legionella_jordanis",30.085552,37
"Legionella_lansingensis",29.773708,37
"Legionella_londiniensis",30.133526,37
"Legionella_longbeachae",29.613777,37
"Legionella_moravica",29.40658,37
"Legionella_nautarum",29.933641,37
"Legionella_oakridgensis",29.984295,37
"Legionella_parisiensis",29.51154,37
"Legionella_pneumophila",30.288467,36.86363636
"Legionella_quinlivanii",29.933641,37
"Legionella_rubrilucens",30.08555,37
"Legionella_sainthelensi",29.51154,37
"Legionella_santicrucis",29.51154,30
"Legionella_shakespearei",28.033485,30
"Legionella_spiritensis",29.950499,37
"Legionella_steigerwaltii",29.009989,30
"Legionella_tucsonensis",29.009989,37
"Legionella_waltersii",30.034948,30
"Legionella_worsleiensis",29.617842,37
"Leifsonia_aquatica",25.540741,30
"Leifsonia_xyli",25.416647,28
"Leisingera_methylohalidivorans",22.98472,20
"Leptolinea_tardivitalis",46.617073,37
"Leptonema_illini",31.298864,30
"Leptospira_alexanderi",30.298294,30
"Leptospira_borgpetersenii",30.306665,30
"Leptospira_broomii",29.018517,30
"Leptospira_fainei",28.663235,30
"Leptospira_inadai",29.018517,30
"Leptospira_interrogans",30.030931,30
"Leptospira_kirschneri",30.030931,30
"Leptospira_meyeri",29.445204,30
"Leptospira_noguchii",29.763567,30
"Leptospira_santarosai",30.030933,30
"Leptospira_weilii",29.763569,30
"Leptospirillum_ferriphilum",50.79538,37
"Leptospirillum_ferrooxidans",48.482643,30
"Leptotrichia_buccalis",28.616005,37
"Leptotrichia_goodfellowii",29.083286,37
"Leptotrichia_hofstadii",29.135496,37
"Leptotrichia_wadei",28.375708,37
"Leucobacter_chromiiresistens",26.902565,37
"Leuconostoc_carnosum",25.913485,28
"Leuconostoc_citreum",26.75154,29
"Leuconostoc_gelidum",25.586481,25
"Leuconostoc_lactis",26.946217,30
"Leuconostoc_mesenteroides",27.009737,29.55555556
"Leuconostoc_pseudomesenteroides",27.53613,30
"Levilinea_saccharolytica",50.026787,37
"Limnohabitans_planktonicus",24.395288,20
"Listeria_grayi",30.829027,37
"Listeria_innocua",30.801397,37
"Listeria_ivanovii",30.861303,37
"Listeria_monocytogenes",30.861303,37
"Listeria_rocourtiae",32.8118,30
"Listeria_seeligeri",30.861303,37
"Listeria_welshimeri",30.69841,37
"Litoreibacter_arenae",23.105165,28
"Loktanella_hongkongensis",23.875427,30
"Loktanella_vestfoldensis",23.240725,20
"Luteibacter_yeojuensis",28.992281,28
"Lutibaculum_baratangense",27.186451,28
"Lysinibacillus_fusiformis",30.685133,29.33333333
"Lysinibacillus_macroides",30.725208,30
"Lysinibacillus_sphaericus",30.513933,36.78571429
"Lysinibacillus_xylanilyticus",30.645056,30
"Lysobacter_antibioticus",31.508848,30
"Lysobacter_capsici",31.251457,28
"Lysobacter_concretionis",29.936424,30
"Lysobacter_daejeonensis",29.845652,28
"Lysobacter_defluvii",30.669949,30
"Lysobacter_dokdonensis",30.739304,28
"Lysobacter_enzymogenes",31.516783,29.33333333
"Lysobacter_gummosus",31.508848,30
"Macrococcus_caseolyticus",30.193432,37
"Magnetospirillum_gryphiswaldense",26.639421,30
"Magnetospirillum_magnetotacticum",26.249329,30
"Mahella_australiensis",50.702797,50
"Mannheimia_haemolytica",28.577326,37
"Mannheimia_varigena",28.299492,37
"Maribacter_dokdonensis",20.545298,28
"Maricaulis_maris",25.712059,26
"Marichromatium_gracile",31.263142,25
"Marichromatium_purpuratum",32.231194,25
"Marinithermus_hydrothermalis",66.02258,70
"Marinitoga_piezophila",62.697052,65
"Marinobacter_adhaerens",28.28327,37
"Marinobacter_algicola",29.003723,28
"Marinobacter_hydrocarbonoclasticus",28.899439,28.66666667
"Marinobacter_lipolyticus",28.719774,37
"Marinobacter_santoriniensis",28.565353,37
"Marinomonas_mediterranea",26.670086,25
"Marinomonas_ushuaiensis",27.768267,28
"Marinovum_algicola",23.174217,28
"Mariprofundus_ferrooxydans",26.182222,25
"Marivirga_tractuosa",23.861666,25
"Marvinbryantia_formatexigens",31.781275,37
"Massilia_timonae",25.568296,30
"Megamonas_funiformis",34.64047,37
"Megasphaera_cerevisiae",34.009308,30
"Megasphaera_elsdenii",35.8042,37
"Megasphaera_micronuciformis",33.09099,37
"Meiothermus_ruber",54.42781,57.5
"Meiothermus_silvanus",52.190018,50
"Meiothermus_taiwanensis",54.42781,55
"Mesoplasma_florum",28.721415,30
"Mesorhizobium_amorphae",25.626968,28
"Mesorhizobium_ciceri",25.580462,26
"Mesorhizobium_huakuii",25.563778,30
"Mesorhizobium_loti",25.590513,26
"Mesorhizobium_plurifarium",25.770243,30
"Mesotoga_prima",55.902542,37
"Methylibium_petroleiphilum",26.434381,26
"Methylobacillus_flagellatus",30.062464,34.66666667
"Methylobacterium_aquaticum",26.166014,28
"Methylobacterium_extorquens",26.166014,29.36363636
"Methylobacterium_mesophilicum",25.91291,25.66666667
"Methylobacterium_oryzae",25.913649,28
"Methylobacterium_radiotolerans",25.86692,26
"Methylobacterium_variabile",26.568462,28
"Methylocella_silvestris",26.03871,25
