"species","OGT","train_test","predicted_OGT"
"desulfobacter_postgatei",30.6666666666667,"train",30.3008321331408
"desulfobacterium_autotrophicum",26,"train",27.2520142915428
"desulfobacula_toluolica",28,"train",29.2117035481567
"desulfobulbus_propionicus",34.8,"test",31.5126582769275
"desulfocapsa_sulfexigens",25,"train",28.759437303806
"desulfococcus_multivorans",36,"train",35.3212369120679
"desulfomicrobium_orale",37,"test",33.5969280542316
"desulfomonile_tiedjei",37,"train",32.8078759254321
"desulfonatronospira_thiodismutans",30,"train",42.6240363201615
"desulfosporosinus_acidiphilus",30,"train",31.265438573176
"desulfosporosinus_meridiei",27,"train",30.750656059158
"desulfosporosinus_orientis",30,"train",30.334045790883
"desulfosporosinus_youngiae",35,"train",31.306689907559
"desulfotomaculum_acetoxidans",37,"test",37.6441796777996
"desulfotomaculum_gibsoniae",35,"train",41.1786491662562
"desulfotomaculum_kuznetsovii",60,"train",52.3147047022708
"desulfotomaculum_nigrificans",53.1818181818182,"train",43.5066703538232
"desulfovibrio_africanus",31.75,"train",34.5165380260139
"desulfovibrio_alaskensis",37,"test",33.3307296806882
"desulfovibrio_alkalitolerans",40,"train",36.0741415515708
"desulfovibrio_desulfuricans",31.9,"train",31.8365360904507
"desulfovibrio_hydrothermalis",35,"train",31.3383011618284
"desulfovibrio_magneticus",30,"train",32.5303081108954
"desulfovibrio_piezophilus",28,"train",26.6047450905856
"desulfovibrio_vulgaris",33.4375,"test",31.3616950518342
"desulfurella_acetivorans",55,"test",48.848479764423
"desulfuribacillus_alkaliarsenatis",30,"train",38.1633766578226
"desulfurivibrio_alkaliphilus",30,"train",37.0726262186302
"desulfurococcus_kamchatkensis",82,"test",85.5179618686752
"desulfurococcus_mucosus",86.5,"train",87.669497025603
"desulfuromonas_acetoxidans",30,"test",32.661276749729
"dethiobacter_alkaliphilus",30,"train",38.757962212447
"devosia_chinhatensis",28,"train",26.0799209111134
"devosia_geojensis",30,"train",29.918724696303
"devosia_insulae",28,"train",26.187750626391
"devosia_limi",28,"train",24.9924786461715
"devosia_psychrophila",10,"train",25.2197990636579
"devosia_soli",28,"train",27.2204126540308
"dialister_invisus",35,"train",33.1278177090295
"dialister_micraerophilus",37,"train",38.2852732316875
"dialister_pneumosintes",37,"train",31.5544127390059
"dichelobacter_nodosus",37,"train",33.6467920421747
"dickeya_chrysanthemi",27.3333333333333,"train",32.507353916636
"dickeya_dadantii",29,"train",32.8041398397042
"dickeya_paradisiaca",30,"train",32.5899126492522
"dickeya_zeae",30,"train",32.517242240182
"dictyoglomus_thermophilum",70,"train",70.972602075444
"dictyoglomus_turgidum",75,"train",70.7915688571905
"dietzia_alimentaria",28,"test",30.7555589592113
"dietzia_cinnamea",28,"train",30.6070518025749
"dietzia_maris",28,"train",30.8976943813314
"dinoroseobacter_shibae",30,"train",26.3909336643222
"dokdonella_koreensis",28,"train",32.3704425646622
"dokdonia_donghaensis",30,"train",25.9469759567424
"dorea_formicigenerans",37,"test",35.8092719056884
"dorea_longicatena",37,"train",36.7739192882342
"dyella_japonica",30,"train",29.9740291435347
"dyella_thiooxydans",28,"train",33.3441847045081
"dysgonomonas_gadei",37,"train",33.9331368194866
"edwardsiella_hoshinae",30,"train",29.7579842291393
"edwardsiella_ictaluri",28,"train",30.4038293377833
"edwardsiella_tarda",30,"train",30.8704662179141
"eggerthia_catenaformis",37,"train",44.4726761086323
"eikenella_corrodens",37,"test",35.2782767904761
"elizabethkingia_meningoseptica",37,"train",32.4232413654137
"elizabethkingia_miricola",33.5,"train",30.999400613781
"endozoicomonas_elysicola",28,"train",26.8528672942109
"enhygromyxa_salina",30,"test",22.9946500100463
"enterobacter_cancerogenus",30,"train",28.6684043412227
"enterobacter_cloacae",30.1111111111111,"train",29.984555163887
"enterobacter_hormaechei",30,"train",30.0622212442992
"enterobacter_ludwigii",37,"test",29.3219056765398
"enterococcus_asini",37,"train",34.5567778505287
"enterococcus_avium",37,"train",30.4420803690069
"enterococcus_caccae",37,"train",32.6563528280857
"enterococcus_casseliflavus",37,"train",31.4810942821134
"enterococcus_cecorum",37,"train",37.8792334041702
"enterococcus_columbae",37,"train",35.2871226995889
"enterococcus_durans",37,"test",34.3767967359388
"enterococcus_faecalis",36.4,"train",33.5783280408089
"enterococcus_faecium",37,"train",34.1851122458513
"enterococcus_gallinarum",37,"train",32.0967223583298
"enterococcus_haemoperoxidus",37,"train",32.8194779573115
"enterococcus_hirae",37,"train",33.6300950405202
"enterococcus_moraviensis",37,"train",32.6567578673495
"enterococcus_mundtii",37,"train",32.7363061100525
"enterococcus_raffinosus",37,"train",31.5010559150368
"enterococcus_saccharolyticus",37,"train",33.6893531294622
"enterococcus_silesiacus",37,"test",31.6851516058086
"enterococcus_sulfureus",37,"train",33.3148752194781
"enterococcus_termitis",37,"test",32.2068481000587
"enterococcus_ureasiticus",37,"train",30.4747922143352
"enterococcus_villorum",37,"train",33.6357598634273
"enterorhabdus_caecimuris",37,"train",39.5642993710516
"enterovibrio_calviensis",27,"test",24.9150638349833
"enterovibrio_coralii",28,"test",26.7208917463855
"eremococcus_coleocola",37,"train",35.2158769163215
"erwinia_amylovora",26.6666666666667,"train",30.9242799296667
"erwinia_billingiae",30,"train",27.4818398066929
"erwinia_piriflorinigrans",28,"train",NA
"erwinia_pyrifoliae",30,"test",31.018849830193
"erwinia_tasmaniensis",28,"test",30.5945292897026
"erwinia_tracheiphila",28,"test",31.4043399995278
"erysipelothrix_rhusiopathiae",37,"train",36.7219586463951
"erythrobacter_litoralis",28,"train",27.4614394411476
"escherichia_fergusonii",34,"train",31.1042100247306
"escherichia_vulneris",37,"train",30.7221321148894
"ethanoligenens_harbinense",37,"train",35.8254152655592
"eubacterium_ramulus",37,"train",37.2339246960853
"eubacterium_ventriosum",37,"train",38.2089101992426
"ewingella_americana",30,"train",27.3968479228313
"exiguobacterium_acetylicum",30,"train",36.5167995827643
"exiguobacterium_antarcticum",28,"train",36.3313915813862
"exiguobacterium_mexicanum",28,"train",36.1206465885389
"exiguobacterium_undae",28,"train",36.7124890479879
"ferrimicrobium_acidiphilum",32,"train",33.6319601965717
"ferroglobus_placidus",85,"test",86.9310139536799
"fervidicoccus_fontis",80,"train",75.2212592312657
"fervidobacterium_islandicum",62.5,"train",65.5882324779941
"fervidobacterium_nodosum",70,"train",64.5912469679005
"fervidobacterium_pennivorans",65,"train",65.4427670071362
"fibrella_aestuarina",28,"train",37.9049079993491
"fibrisoma_limi",28,"train",37.8325514507998
"flavobacterium_aquatile",30,"train",26.0554229128634
"flavobacterium_aquidurense",25,"train",24.0411400575987
"flavobacterium_columnare",15,"train",30.2893241835936
"flavobacterium_daejeonense",28,"train",28.7341524833086
"flavobacterium_frigoris",20,"test",25.9650793510776
"flavobacterium_fryxellicola",20,"train",26.6292633119122
"flavobacterium_hibernum",20,"train",24.4087045315186
"flavobacterium_hydatis",28,"train",24.1096066949149
"flavobacterium_indicum",30,"train",28.5781965981368
"flavobacterium_johnsoniae",30,"test",26.7012234028795
"flavobacterium_psychrophilum",17,"test",27.815541009653
"flavobacterium_saliperosum",25,"train",29.3200737682491
"flavobacterium_subsaxonicum",24,"train",32.3558337507816
"flavobacterium_succinicans",28,"train",31.5680745303522
"flavobacterium_suncheonense",28,"train",31.1722956637727
"flavonifractor_plautii",37,"train",35.1322202755806
"flexibacter_litoralis",30,"train",25.4961828365205
"flexistipes_sinusarabici",45,"train",52.7570937703555
"fluoribacter_bozemanae",37,"train",33.1790450928528
"fluoribacter_dumoffii",37,"train",33.6654282019297
"fluoribacter_gormanii",37,"train",33.996631061939
"fluviicola_taffensis",28,"train",21.5428887533704
"formosa_agariphila",21,"test",25.0198175431603
"francisella_hispaniensis",37,"train",37.8379687664906
"francisella_philomiragia",37,"train",37.4695232069926
"fructobacillus_fructosus",30,"train",NA
"fulvimarina_pelagi",28,"train",28.3118924891098
"fusobacterium_equinum",37,"train",36.8828905655347
"fusobacterium_gonidiaformans",37,"train",36.5965222766435
"fusobacterium_mortiferum",37,"train",38.3967384656414
"fusobacterium_nucleatum",37,"train",38.8683772878953
"fusobacterium_periodonticum",37,"train",39.8102500330198
"fusobacterium_ulcerans",37,"train",31.1432354338543
"fusobacterium_varium",37,"test",31.7921475553541
"gallibacterium_anatis",37,"train",33.8658434932674
"gardnerella_vaginalis",37,"train",34.70836394856
"gelidibacter_algens",10,"train",28.3885885255265
"gemella_morbillorum",37,"train",39.514403395423
"gemmatimonas_aurantiaca",30,"train",35.135911183021
"geoalkalibacter_ferrihydriticus",35,"train",36.6763566878589
"geobacillus_caldoxylosilyticus",55,"train",44.6635452577607
"geobacillus_kaustophilus",60.5,"train",48.3278290571033
"geobacillus_stearothermophilus",53.8636363636364,"test",49.8837661856747
"geobacillus_subterraneus",55,"train",47.4870506249033
"geobacillus_thermodenitrificans",59.0909090909091,"train",46.9074825100246
"geobacillus_thermoglucosidasius",55,"train",45.2495600475916
"geobacillus_thermoleovorans",55.7142857142857,"test",48.4855404877758
"geobacter_bemidjiensis",30,"train",33.526354697633
"geobacter_lovleyi",25,"train",33.6897716073841
"geobacter_metallireducens",30,"train",33.6247667447704
"geobacter_pickeringii",30,"train",32.8760649422068
"geobacter_sulfurreducens",31.6666666666667,"train",32.7146210551126
"geodermatophilus_obscurus",28,"train",38.4382166762191
"geoglobus_acetivorans",80,"train",74.0597695981362
"gillisia_limnaea",20,"train",29.4016352831236
"glaciecola_pallidula",7,"train",24.9321985644235
"glaciecola_punicea",10,"test",26.3515370617684
"gluconacetobacter_diazotrophicus",29,"train",31.560175030589
"gluconobacter_cerinus",27.3333333333333,"train",27.7984685241232
"gluconobacter_frateurii",26,"train",28.4199832892682
"gluconobacter_oxydans",27,"train",29.5796537111951
"gordonia_aichiensis",28,"train",29.556430503422
"gordonia_alkanivorans",29.5,"train",30.687202684223
"gordonia_amicalis",28,"test",30.4240241304061
"gordonia_bronchialis",28,"test",30.9729045934708
"gordonia_effusa",28,"train",31.5358797230839
"gordonia_hirsuta",28,"train",35.5218576505595
"gordonia_malaquae",28,"train",30.680958433745
"gordonia_neofelifaecis",28,"test",32.4690895970461
"gordonia_paraffinivorans",28,"train",33.3358127286954
"gordonia_polyisoprenivorans",28,"train",28.3309759293149
"gordonia_sihwensis",28,"train",33.1332887197069
"gordonia_sputi",30.5714285714286,"train",30.1837497524361
"gordonia_terrae",31.2727272727273,"train",29.1284098679295
"gordonibacter_pamelaeae",37,"train",40.0021352406832
"gracilibacillus_boraciitolerans",30,"test",37.0104556589693
"granulibacter_bethesdensis",36,"train",29.7165720738976
"granulicatella_elegans",37,"train",35.6960511233712
"grimontia_hollisae",30,"train",31.1616461100538
"gulbenkiania_indica",30,"train",NA
"haemophilus_aegyptius",37,"train",33.2419811199718
"haemophilus_ducreyi",37,"train",33.8660879314748
"haemophilus_influenzae",37,"train",33.8792224214076
"haemophilus_parahaemolyticus",37,"train",32.1600476265517
"haemophilus_parainfluenzae",37,"train",33.8968915943627
"haemophilus_paraphrohaemolyticus",37,"train",32.8165504201963
"haemophilus_parasuis",37,"train",33.7192676218538
"haemophilus_sputorum",37,"test",32.3120920675254
"hafnia_alvei",30,"train",27.6657195355396
"haladaptatus_paucihalophilus",30,"train",31.2117235113986
"halalkalicoccus_jeotgali",37,"train",35.018297794904
"halanaerobium_praevalens",36,"test",35.7898318795476
"haliangium_ochraceum",30,"train",24.661836110831
"haliscomenobacter_hydrossis",26,"test",26.4016859524595
"haloarcula_hispanica",37,"test",33.794082996873
"haloarcula_japonica",37,"test",33.6811678782324
"halobacillus_halophilus",30,"train",34.5543705404066
"halobacillus_trueperi",30,"train",35.2778064274715
"halobacterium_salinarum",36.4285714285714,"train",36.054143767538
"halobacteroides_halobius",31.5,"train",33.1801324248127
"halococcus_morrhuae",37,"train",32.9371693175384
"halococcus_salifodinae",37,"train",31.630787591536
"haloferax_denitrificans",37,"train",32.8651876880765
"haloferax_gibbonsii",37,"train",32.4253558269426
"haloferax_prahovense",37,"train",32.5618870290675
"haloferax_volcanii",33.5,"train",33.3860641972693
"halogeometricum_borinquense",37,"test",31.9778041522728
"halomicrobium_mukohataei",37,"train",35.9293584966967
"halomonas_boliviensis",28,"train",27.7508787779151
"halomonas_campaniensis",37,"train",27.4129536569487
"halomonas_elongata",29.2,"test",29.6140820947792
"halomonas_hydrothermalis",28,"train",29.7271308483455
"halomonas_salina",30,"train",NA
"haloplasma_contractile",35,"train",38.386813852406
"haloquadratum_walsbyi",37,"train",29.3211448307621
"halorhabdus_utahensis",37,"train",36.2991123590885
"halorhodospira_halochloris",35.5,"train",36.3740667278426
"halorubrum_arcis",37,"train",34.4397532279275
"halorubrum_coriense",37,"train",NA
"halorubrum_distributum",37,"train",33.4555499634593
"halorubrum_hochstenium",37,"test",32.2001959745922
"halorubrum_lipolyticum",37,"test",32.8725987289753
"halorubrum_litoreum",37,"train",32.8831266153787
"halorubrum_tebenquichense",40,"train",31.6089411221419
"halotalea_alkalilenta",28,"train",31.5907423342706
"haloterrigena_thermotolerans",37,"train",33.8224201531733
"haloterrigena_turkmenica",37,"train",31.9127081591908
"halothiobacillus_neapolitanus",29.2857142857143,"train",29.1989808757659
"halovivax_ruber",37,"test",33.6231529543299
"helcococcus_kunzii",30,"train",40.818190429557
"helicobacter_cinaedi",37,"test",32.0322574072731
"helicobacter_fennelliae",37,"train",30.733373362418
"helicobacter_hepaticus",37,"train",34.3459669623212
"helicobacter_muridarum",37,"train",30.156456228338
"helicobacter_pullorum",37,"train",33.3167492884605
"helicobacter_pylori",37,"test",33.932611875234
"helicobacter_suis",37,"test",32.404754115405
"herbaspirillum_frisingense",35,"test",27.9266436053494
"herbaspirillum_hiltneri",30,"train",27.1417134620286
"herbaspirillum_rubrisubalbicans",27.5,"train",27.1862729886958
"herbaspirillum_seropedicae",30,"train",27.4453124106642
"herminiimonas_arsenicoxydans",28,"train",29.102912315784
"herpetosiphon_geysericola",25,"train",NA
"hirschia_baltica",30,"train",24.8057198479736
"hoeflea_phototrophica",30,"test",26.036781993766
"holdemania_filiformis",37,"train",33.89066783689
"hyalangium_minutum",28.2857142857143,"train",27.85237747705
"hydrocarboniphaga_effusa",30,"train",31.5442620103064
"hydrogenobacter_thermophilus",70,"train",76.1839472079381
"hylemonella_gracilis",30,"train",32.3499495034843
"hyperthermus_butylicus",99.75,"test",91.4892724857448
"hyphomonas_hirschiana",30,"train",26.2562632009543
"hyphomonas_jannaschiana",30,"train",28.5111602420433
"hyphomonas_oceanitis",30,"train",24.8942043683418
"hyphomonas_polymorpha",35,"test",26.6073589846276
"idiomarina_abyssalis",28,"train",35.0565528665428
"idiomarina_baltica",28,"train",37.6441368649006
"idiomarina_salinarum",37,"train",37.4376915018976
"ignicoccus_hospitalis",90,"train",99.2535410486276
"ignicoccus_islandicus",90,"train",87.9866160381365
"ignisphaera_aggregans",92,"train",80.9004068508675
"ilyobacter_polytropus",30,"train",39.0459401786247
"inquilinus_limosus",30,"train",28.3128862191315
"intrasporangium_calvum",28,"train",33.4895706580839
"intrasporangium_chromatireducens",28,"train",33.9878854018114
"intrasporangium_oryzae",28,"train",30.8794026972013
"janibacter_hoylei",30,"train",32.9395940365561
"jannaschia_rubra",25,"train",25.5225730977507
"janthinobacterium_agaricidamnosum",28,"train",24.2839261450947
"jejuia_pallidilutea",28,"test",29.4802286868144
"jeotgalibacillus_marinus",10.4761904761905,"train",32.8763753935701
"jeotgalibacillus_soli",30,"train",32.2359000992042
"jonesia_denitrificans",33.5,"train",34.541846135822
"jonquetella_anthropi",37,"train",33.9119691932625
"joostella_marina",28,"train",29.330948478216
"kandleria_vitulina",37,"train",41.0945153252851
"kangiella_koreensis",30,"train",33.5004454791783
"kerstersia_gyiorum",37,"train",30.6122347909868
"kineococcus_radiotolerans",30,"train",34.2528456417798
"kineosphaera_limosa",28,"test",32.6077422112924
"kingella_denitrificans",36,"train",36.0744808226296
"kingella_oralis",37,"train",32.0941262309044
"kitasatospora_griseola",28,"train",28.645751749051
"klebsiella_pneumoniae",34.44,"train",29.6632877269582
"kluyvera_ascorbata",30,"test",29.8280035366176
"knoellia_aerolata",28,"train",31.5497081039252
"knoellia_flava",28,"train",32.1574487302644
"knoellia_sinensis",28,"train",29.5149190478205
"knoellia_subterranea",28,"train",29.4669094480268
"kocuria_palustris",30,"train",32.8300756582877
"kocuria_rhizophila",31,"test",35.5172997114967
"kosmotoga_arenicorallina",55,"train",56.108745287577
"kosmotoga_olearia",65,"train",60.4382424654861
"ktedonobacter_racemifer",28,"train",26.1175520241129
"kyrpidia_tusciae",50,"train",48.9893784373774
"labrenzia_aggregata",28,"train",25.2104775369193
"labrenzia_alba",25,"test",24.4690989631812
"labrenzia_alexandrii",30,"train",24.8734487861238
"lactobacillus_acetotolerans",27.3333333333333,"train",35.7018396653129
"lactobacillus_acidipiscis",33.5,"train",33.4271739251446
"lactobacillus_acidophilus",37,"train",34.8271171982282
"lactobacillus_agilis",37,"train",36.1459720654801
"lactobacillus_algidus",20,"train",28.214129304049
"lactobacillus_alimentarius",30,"train",28.7352860234529
"lactobacillus_amylolyticus",45,"test",35.7349910182058
"lactobacillus_amylophilus",28,"train",32.0706720584671
"lactobacillus_amylotrophicus",28,"train",31.6448482180646
"lactobacillus_antri",37,"train",34.0890489634424
"lactobacillus_apodemi",37,"train",36.4879172077253
"lactobacillus_aquaticus",37,"train",29.3089234711563
"lactobacillus_aviarius",37,"train",32.4226601635747
"lactobacillus_cacaonum",30,"train",29.6906364130801
"lactobacillus_camelliae",37,"train",31.82839354028
"lactobacillus_capillatus",30,"test",30.8817878976319
"lactobacillus_ceti",37,"test",40.0478919458196
"lactobacillus_coleohominis",37,"train",33.3269501231273
"lactobacillus_composti",30,"test",30.0524934861261
"lactobacillus_concavus",37,"test",33.4494135479362
"lactobacillus_coryniformis",30,"train",33.1496752703629
"lactobacillus_crispatus",37,"train",34.8419571490011
"lactobacillus_curvatus",30,"train",31.894508564436
"lactobacillus_dextrinicus",30,"test",33.5117922515611
"lactobacillus_diolivorans",30,"test",29.7500314706898
"lactobacillus_equicursoris",37,"train",35.1379015832082
"lactobacillus_fabifermentans",30,"train",28.6539240806726
"lactobacillus_farciminis",30,"train",29.1197417443326
"lactobacillus_farraginis",30,"train",31.5557637372465
"lactobacillus_floricola",30,"test",32.7916021533734
"lactobacillus_florum",30,"train",32.2668920639999
"lactobacillus_fructivorans",27.5,"train",31.8591489213004
"lactobacillus_frumenti",40,"train",33.9830527784239
"lactobacillus_gasseri",37,"train",32.629624955679
"lactobacillus_gastricus",37,"train",32.9424858642986
"lactobacillus_hamsteri",37,"train",35.0238663050867
"lactobacillus_harbinensis",37,"train",32.6562892343539
"lactobacillus_hayakitensis",37,"train",35.0251221132839
"lactobacillus_helveticus",37,"test",35.5361945021626
"lactobacillus_homohiochii",26,"train",31.5815096643706
"lactobacillus_hordei",30,"test",28.949994484566
"lactobacillus_iners",37,"test",34.859247578226
"lactobacillus_intestinalis",37,"train",34.8623857994849
"lactobacillus_jensenii",37,"train",31.0168621171679
"lactobacillus_johnsonii",37,"train",32.8481219791241
"lactobacillus_kalixensis",37,"train",32.5897502622658
"lactobacillus_kefiri",30,"train",30.0981694744361
"lactobacillus_kisonensis",30,"train",30.62902580744
"lactobacillus_lindneri",28,"test",30.7374449088215
"lactobacillus_malefermentans",28.6666666666667,"train",27.6042860258112
"lactobacillus_manihotivorans",30,"train",28.882723435068
"lactobacillus_mucosae",37,"train",34.2692177567243
"lactobacillus_murinus",37,"train",37.3456306119983
"lactobacillus_nantensis",30,"train",27.9800215403869
"lactobacillus_nodensis",30,"test",27.6240668369722
"lactobacillus_odoratitofui",30,"train",30.7221011822626
"lactobacillus_oeni",30,"test",32.6973943810851
"lactobacillus_oligofermentans",25,"train",26.2955480024998
"lactobacillus_ozensis",30,"train",31.7016957731559
"lactobacillus_panis",37,"train",33.956666331257
"lactobacillus_pantheris",37,"test",29.1808105490626
"lactobacillus_parabuchneri",28.8,"train",30.1887346090067
"lactobacillus_paracollinoides",27.5,"train",28.9239962054502
"lactobacillus_parafarraginis",30,"test",29.1511002508805
"lactobacillus_parakefiri",30,"train",27.7760645315064
"lactobacillus_paralimentarius",30,"test",28.1567651325238
"lactobacillus_paraplantarum",30,"train",29.3727254678934
"lactobacillus_paucivorans",28,"train",30.7812285665035
"lactobacillus_pentosus",30,"train",29.5231988416301
"lactobacillus_perolens",28,"train",31.7312918294555
"lactobacillus_plantarum",31.5,"train",29.4914598546249
"lactobacillus_pontis",30,"test",34.4409343612241
"lactobacillus_rapi",30,"train",29.6893467672448
"lactobacillus_rennini",32.3333333333333,"train",34.734303266711
"lactobacillus_reuteri",35,"train",34.0417370017611
"lactobacillus_rhamnosus",37,"train",29.6163551069664
"lactobacillus_rossiae",30,"train",25.3508741393986
"lactobacillus_ruminis",37,"train",36.6767576750289
"lactobacillus_saerimneri",37,"train",36.2340845562924
"lactobacillus_sakei",30.7777777777778,"train",32.010198435533
"lactobacillus_saniviri",37,"train",31.4180397477269
"lactobacillus_selangorensis",30,"train",34.4473125048106
"lactobacillus_senioris",37,"train",32.9490938231143
"lactobacillus_senmaizukei",30,"train",30.0540416542582
"lactobacillus_siliginis",37,"train",28.4126955763295
"lactobacillus_similis",35,"train",31.9033380211585
"lactobacillus_spicheri",30,"train",31.2332880695991
"lactobacillus_sucicola",30,"train",31.6581784115089
"lactobacillus_suebicus",30,"train",27.1906702114532
"lactobacillus_sunkii",30,"train",29.7223230643703
"lactobacillus_taiwanensis",37,"test",32.13987681435
"lactobacillus_tucceti",30,"train",28.187934294681
"lactobacillus_ultunensis",37,"train",35.5741990866662
"lactobacillus_vaginalis",37,"train",33.5885914756593
"lactobacillus_versmoldensis",30,"train",28.6667559089744
"lactobacillus_vini",37,"test",32.4962476687897
"lactobacillus_zymae",30,"train",31.7592369584262
"lactococcus_lactis",30.1739130434783,"test",28.2637631275581
"lactococcus_piscium",28,"train",28.7920633121331
"lactococcus_raffinolactis",30,"train",29.822208840459
"laribacter_hongkongensis",37,"train",32.8788495323357
"lautropia_mirabilis",37,"train",32.6512584812925
"leadbetterella_byssophila",30,"train",31.8812922370354
"leclercia_adecarboxylata",37,"train",28.6647134272981
"legionella_anisa",37,"train",32.2453249221929
"legionella_birminghamensis",37,"train",33.3487207652471
"legionella_brunensis",37,"test",33.491604870379
"legionella_cherrii",37,"train",32.6951252159017
"legionella_cincinnatiensis",37,"test",32.536733825718
"legionella_fallonii",30,"train",31.3212936009427
"legionella_feeleii",37,"train",35.6791463508511
"legionella_geestiana",37,"train",34.4353959075379
"legionella_gratiana",37,"train",34.0756193192076
"legionella_hackeliae",37,"train",33.6149339270871
"legionella_israelensis",37,"train",38.7341755127534
"legionella_jamestowniensis",37,"train",34.7205193780897
"legionella_jordanis",37,"train",34.5229017100251
"legionella_lansingensis",37,"test",36.8611549817248
"legionella_longbeachae",37,"test",33.0984530128683
"legionella_moravica",37,"train",31.3503849306161
"legionella_nautarum",37,"train",35.7844510062128
"legionella_oakridgensis",37,"train",36.4048088836824
"legionella_parisiensis",37,"train",32.6886158407322
"legionella_quinlivanii",37,"test",34.2046105930731
"legionella_sainthelensi",37,"train",32.0785817983118
"legionella_santicrucis",30,"train",31.0726969313565
"legionella_shakespearei",30,"test",32.5655478612237
"legionella_spiritensis",37,"test",36.9775457674027
"legionella_steigerwaltii",30,"test",32.5669955209836
"legionella_waltersii",30,"train",33.0488458577517
"legionella_worsleiensis",37,"train",32.6319137828673
"leifsonia_aquatica",30,"train",28.7267441188119
"leminorella_grimontii",37,"train",28.2153864746344
"leptospira_borgpetersenii",30,"train",32.6499626129196
"leptospira_broomii",30,"train",30.7439247796277
"leptospira_kirschneri",30,"train",30.1325145551867
"leptospira_meyeri",30,"train",31.1619427056108
"leptospira_noguchii",30,"test",30.1146525935116
"leptospira_santarosai",30,"train",32.6117862907956
"leptospira_weilii",30,"train",31.8044364622354
"leptospirillum_ferrooxidans",30,"train",30.5113901985
"leptotrichia_buccalis",37,"test",46.182527060075
"leptotrichia_goodfellowii",37,"test",41.2143929070033
"leptotrichia_hofstadii",37,"test",46.8942892067906
"leptotrichia_wadei",37,"train",45.4597694931136
"leucobacter_chromiiresistens",37,"train",29.8271923844245
"leucobacter_komagatae",30,"test",27.5659667022245
"leuconostoc_carnosum",28,"train",31.1291186464482
"leuconostoc_citreum",29,"train",31.1312485804288
"leuconostoc_gelidum",25,"test",30.5997464091931
"leuconostoc_lactis",30,"train",34.0932962581985
"leuconostoc_pseudomesenteroides",30,"train",31.3629901610541
"levilinea_saccharolytica",37,"test",41.1316113688603
"listeria_grayi",37,"train",35.5955792951366
"listeria_innocua",37,"train",33.8970442713424
"listeria_ivanovii",37,"train",32.8030532355226
"listeria_marthii",37,"train",35.1368490210722
"listeria_monocytogenes",37,"train",33.1601323258269
"listeria_seeligeri",37,"train",33.1391238307982
"litoreibacter_arenae",28,"test",26.1183005222807
"loktanella_hongkongensis",30,"train",27.8164801672492
"loktanella_vestfoldensis",20,"train",25.8331536673674
"luteibacter_rhizovicinus",28,"train",NA
"lutibaculum_baratangense",28,"train",33.7949723595346
"lysinibacillus_boronitolerans",30,"test",31.5890110600584
"lysinibacillus_fusiformis",29.3333333333333,"test",31.5740975356328
"lysinibacillus_macroides",30,"train",32.5014150862851
"lysinibacillus_sphaericus",36.7857142857143,"train",31.1899244688222
"lysinibacillus_xylanilyticus",30,"test",31.7758749279105
"lysobacter_antibioticus",30,"train",28.3779733411339
"lysobacter_defluvii",30,"test",32.9968660301175
"lysobacter_dokdonensis",28,"train",36.0720390981232
"lysobacter_enzymogenes",29.3333333333333,"train",31.5699495962706
"macrococcus_caseolyticus",37,"train",34.8249864332183
"magnetospirillum_gryphiswaldense",30,"train",26.808787612903
"mahella_australiensis",50,"train",46.4808378248718
"mannheimia_haemolytica",37,"test",32.7100699998705
"maricaulis_maris",26,"train",25.2878381102707
"marichromatium_purpuratum",25,"train",35.8433494834502
"marinithermus_hydrothermalis",70,"train",63.381811207565
"marinobacter_adhaerens",37,"train",31.902417665288
"marinobacter_algicola",28,"train",31.9116921834418
"marinobacter_hydrocarbonoclasticus",28.6666666666667,"test",33.2525096135641
"marinobacter_lipolyticus",37,"train",32.8983668255178
"marinobacter_santoriniensis",37,"train",32.5152696300629
"marinomonas_ushuaiensis",28,"train",24.9403632790944
"marinovum_algicola",28,"test",24.9370535848946
"mariprofundus_ferrooxydans",25,"train",29.9582258228462
"marivirga_tractuosa",25,"train",28.0675047074999
"marvinbryantia_formatexigens",37,"test",38.5002401379441
"mastigocladus_laminosus",37,"test",NA
"megamonas_hypermegale",37,"train",NA
"megasphaera_elsdenii",37,"train",36.8030404989631
"megasphaera_micronuciformis",37,"train",36.1334072587081
"meiothermus_ruber",57.5,"train",48.000543830997
"meiothermus_taiwanensis",55,"test",48.2669843305628
"mesoplasma_florum",30,"test",30.472945629331
"mesorhizobium_amorphae",28,"train",25.0709754369737
"mesorhizobium_ciceri",26,"test",24.4893635947301
"mesorhizobium_huakuii",30,"train",25.5725228147753
"mesorhizobium_loti",26,"train",25.5394698995553
"mesotoga_prima",37,"train",43.1812208454775
"metallosphaera_sedula",65,"train",71.7792596776699
"methanobacterium_congolense",37,"train",43.5330924955134
"methanobacterium_formicicum",36.8333333333333,"train",41.6859467019935
"methanobacterium_lacus",30,"train",37.0513368924247
"methanobrevibacter_cuticularis",37,"test",25.1681492214851
"methanobrevibacter_filiformis",30,"test",21.8408615137669
"methanobrevibacter_millerae",37,"train",37.8817953909329
"methanobrevibacter_olleyae",37,"train",37.9762385404857
"methanobrevibacter_ruminantium",37,"test",31.5815702955356
"methanobrevibacter_smithii",37,"test",38.6154955998008
"methanocaldococcus_fervens",85,"train",80.5377797823108
